SurveyDescriptionID,StudyName,SiteName,FriendlySiteName,TaxaID,Genus,Species,CommonName,SurveyDate,Primary,Secondary,SpeciesDetected,BodyLength,Mass,AgeCode,Age,Sex,SexCode,MarkType,IDTypeDesc,AnimalMark/ID,CaptureNotes,Hg_barcode,TissueTypeID,TissueDesc,Swab_barcode,Bd,Ct_Bd,Bsal,Ct_Bsal,TissueMeHg,TotalHg,SiteID,IAID,TaxaObservationID,CollectionID_tissue,CollectionID_swab
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/13/18,1,4,Y,47,11,A,Adult,Male,1,2,PIT tag,900043000132993,,,,,1700100686,pos,38.126,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_48,TOID_GS\pkleeman_666905199_48,,CID_95EEF604-773B-49C9-817C-A3D294CB7E16.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/13/18,1,4,Y,47,11,A,Adult,Male,1,2,PIT tag,900043000132993,,,,,1700100686,pos,38.676,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_48,TOID_GS\pkleeman_666905199_48,,CID_95EEF604-773B-49C9-817C-A3D294CB7E16.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,50,14.1,A,Adult,Male,1,2,PIT tag,900043000132812,,,,,1800400067,pos,37.291,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_131,TOID_GS\pkleeman_666922077_131,,CID_46337E8F-09D7-4CCF-BB33-34B9BF9B89D5.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,50,14.1,A,Adult,Male,1,2,PIT tag,900043000132812,,,,,1800400067,pos,38.301,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_131,TOID_GS\pkleeman_666922077_131,,CID_46337E8F-09D7-4CCF-BB33-34B9BF9B89D5.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,39,,A,Adult,Male,1,6,VIE,XXOX,,,,,1801300496,pos,37.087,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_535,TOID_GS\jefleming_688827053_535,,CID_B35E2573-3067-44BA-817C-4F4FAD27FA30.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,39,,A,Adult,Male,1,6,VIE,XXOX,,,,,1801300496,pos,37.937,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_535,TOID_GS\jefleming_688827053_535,,CID_B35E2573-3067-44BA-817C-4F4FAD27FA30.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/18/18,2,3,Y,50,14,A,Adult,Male,1,2,PIT tag,900043000132917,,,,,1800400049,pos,36.951,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_115,TOID_GS\pkleeman_666922077_115,,CID_F6B2F7BC-7515-4C29-AC74-6CC4A28D211C.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/18/18,2,3,Y,50,14,A,Adult,Male,1,2,PIT tag,900043000132917,,,,,1800400049,pos,35.679,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_115,TOID_GS\pkleeman_666922077_115,,CID_F6B2F7BC-7515-4C29-AC74-6CC4A28D211C.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,44,,A,Adult,Male,1,6,VIE,XXYX,,,,,1801300494,pos,36.299,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_536,TOID_GS\jefleming_688827053_536,,CID_83075071-A24B-4511-A51C-CAD9BDD9513A.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,44,,A,Adult,Male,1,6,VIE,XXYX,,,,,1801300494,pos,36.316,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_536,TOID_GS\jefleming_688827053_536,,CID_83075071-A24B-4511-A51C-CAD9BDD9513A.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/18/18,2,3,Y,48,11.7,A,Adult,Male,1,2,PIT tag,900043000132900,,,,,1800400045,pos,35.934,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_114,TOID_GS\pkleeman_666922077_114,,CID_9ABDFAEB-E7EC-4C0D-A860-DEB08CA4F282.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/18/18,2,3,Y,48,11.7,A,Adult,Male,1,2,PIT tag,900043000132900,,,,,1800400045,pos,33.739,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_114,TOID_GS\pkleeman_666922077_114,,CID_9ABDFAEB-E7EC-4C0D-A860-DEB08CA4F282.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,6/19/18,2,2,Y,40,,A,Adult,Female,2,6,VIE,RXRY,,,,,1801300329,pos,35.787,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_732,TOID_GS\jefleming_688827053_732,,CID_11D65C20-F35F-418F-BB15-1C44188B6E2B.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,6/19/18,2,2,Y,40,,A,Adult,Female,2,6,VIE,RXRY,,,,,1801300329,pos,34.551,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_732,TOID_GS\jefleming_688827053_732,,CID_11D65C20-F35F-418F-BB15-1C44188B6E2B.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,45,,A,Adult,Male,1,6,VIE,XYXX,,,,,1801300490,pos,35.766,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_540,TOID_GS\jefleming_688827053_540,,CID_CFF23CCA-74F5-43EF-A0A3-5C6798F66834.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,5/31/18,1,1,Y,45,,A,Adult,Male,1,6,VIE,XYXX,,,,,1801300490,pos,36.656,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_540,TOID_GS\jefleming_688827053_540,,CID_CFF23CCA-74F5-43EF-A0A3-5C6798F66834.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,15.3,A,Adult,Male,1,2,PIT tag,900043000132910,,,,,1700100700,pos,35.756,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_68,TOID_GS\pkleeman_666922077_68,,CID_C661B839-E210-466F-AE66-A0095D7DF3D9.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/16/18,2,1,Y,50,15.3,A,Adult,Male,1,2,PIT tag,900043000132910,,,,,1700100700,pos,36.258,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_68,TOID_GS\pkleeman_666922077_68,,CID_C661B839-E210-466F-AE66-A0095D7DF3D9.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,50,10.5,A,Adult,Female,2,2,PIT tag,982000408830590,,19ARMI2736,5,Toeclip/Tailclip,1801100265,pos,35.755,"neg,neg",,26.4,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_209,TOID_GS\jrowe_688839782_209,CID_59C17CD3-59BA-47E0-BFCE-1878551720C3.t,CID_59C17CD3-59BA-47E0-BFCE-1878551720C3.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,50,10.5,A,Adult,Female,2,2,PIT tag,982000408830590,,19ARMI2736,5,Toeclip/Tailclip,1801100265,pos,36.967,"neg,neg",,26.4,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_209,TOID_GS\jrowe_688839782_209,CID_59C17CD3-59BA-47E0-BFCE-1878551720C3.t,CID_59C17CD3-59BA-47E0-BFCE-1878551720C3.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens SC37,SC37,173615,Notophthalmus,viridescens,Eastern Newt,4/25/19,1,3,Y,36,,A,Adult,Male,1,6,VIE,OORBRB,,,,,1903800196,pos,35.700,"neg,neg",,,,SiteID_GS\jefleming_688726644_5,IAID_GS\jefleming_688828212_3204,TOID_GS\jefleming_688828212_3204,,CID_524619A5-060E-46EA-B20F-CF19C02E6EEC.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens SC37,SC37,173615,Notophthalmus,viridescens,Eastern Newt,4/25/19,1,3,Y,36,,A,Adult,Male,1,6,VIE,OORBRB,,,,,1903800196,pos,33.490,"neg,neg",,,,SiteID_GS\jefleming_688726644_5,IAID_GS\jefleming_688828212_3204,TOID_GS\jefleming_688828212_3204,,CID_524619A5-060E-46EA-B20F-CF19C02E6EEC.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens A11,A11,173615,Notophthalmus,viridescens,Eastern Newt,4/26/19,2,3,Y,44,,A,Adult,Female,2,6,VIE,xxORxx,(has the same Swab Code as an individual captured 4/25 at SC37 marked OORBRB),,,,1903800196,pos,35.700,"neg,neg",,,,SiteID_GS\jefleming_688726644_2,IAID_GS\jefleming_688828206_126,TOID_GS\jefleming_688828206_126,,CID_DF1B420D-9018-41DD-AE20-2E0C67B65688.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Scotia Barrens A11,A11,173615,Notophthalmus,viridescens,Eastern Newt,4/26/19,2,3,Y,44,,A,Adult,Female,2,6,VIE,xxORxx,(has the same Swab Code as an individual captured 4/25 at SC37 marked OORBRB),,,,1903800196,pos,33.490,"neg,neg",,,,SiteID_GS\jefleming_688726644_2,IAID_GS\jefleming_688828206_126,TOID_GS\jefleming_688828206_126,,CID_DF1B420D-9018-41DD-AE20-2E0C67B65688.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,47,10.3,A,Adult,Female,2,2,PIT tag,900043000132981,,,,,1800400065,pos,35.514,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_149,TOID_GS\pkleeman_666922077_149,,CID_95972843-C45B-475E-832D-A15D5E14A0AA.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,47,10.3,A,Adult,Female,2,2,PIT tag,900043000132981,,,,,1800400065,pos,34.604,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_149,TOID_GS\pkleeman_666922077_149,,CID_95972843-C45B-475E-832D-A15D5E14A0AA.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/13/18,1,4,Y,76,54.2,A,Adult,Female,2,2,PIT tag,985153000037696,,,,,1700100685,pos,35.425,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_50,TOID_GS\pkleeman_666905199_50,,CID_05ACAFFB-A465-4354-8491-1A594022364C.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/13/18,1,4,Y,76,54.2,A,Adult,Female,2,2,PIT tag,985153000037696,,,,,1700100685,pos,34.484,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_50,TOID_GS\pkleeman_666905199_50,,CID_05ACAFFB-A465-4354-8491-1A594022364C.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,6/19/18,2,2,Y,38,,A,Adult,Female,2,6,VIE,BRRR,,,,,1801300322,pos,35.352,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_754,TOID_GS\jefleming_688827053_754,,CID_50E994C2-8880-438A-B88E-92DD8E6DFFE8.s
803,"ARMI Disease Study, CMR, Northeast - Biology",Green Mountains 2,GM2,173615,Notophthalmus,viridescens,Eastern Newt,6/19/18,2,2,Y,38,,A,Adult,Female,2,6,VIE,BRRR,,,,,1801300322,pos,35.193,"neg,neg","0.000,0.000",,,SiteID_GS\jefleming_688646951_2,IAID_GS\jefleming_688827053_754,TOID_GS\jefleming_688827053_754,,CID_50E994C2-8880-438A-B88E-92DD8E6DFFE8.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/20/18,2,5,Y,52,14.8,A,Adult,Male,1,2,PIT tag,900043000132926,Cut near vent and on posterior end of back that is healing.,,,,1800400072,pos,35.201,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_164,TOID_GS\pkleeman_666922077_164,,CID_D227BD33-4808-4761-B191-94A3D42DE3A1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,7/20/18,2,5,Y,52,14.8,A,Adult,Male,1,2,PIT tag,900043000132926,Cut near vent and on posterior end of back that is healing.,,,,1800400072,pos,32.228,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_164,TOID_GS\pkleeman_666922077_164,,CID_D227BD33-4808-4761-B191-94A3D42DE3A1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,63,28.3,A,Adult,Female,2,2,PIT tag,900043000100844,,,,,1800400068,pos,34.884,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_128,TOID_GS\pkleeman_666922077_128,,CID_2966C4F6-3310-42E7-B768-5A2C3F64DBC1.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850B/C,P-850B/C,173449,Rana,boylii,Foothill Yellow-legged Frog,7/19/18,2,4,Y,63,28.3,A,Adult,Female,2,2,PIT tag,900043000100844,,,,,1800400068,pos,33.141,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933236,IAID_GS\pkleeman_666922077_128,TOID_GS\pkleeman_666922077_128,,CID_2966C4F6-3310-42E7-B768-5A2C3F64DBC1.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,48,11,A,Adult,Female,2,2,PIT tag,982126052706912,,19ARMI2680,5,Toeclip/Tailclip,1801100267,pos,34.433,"neg,neg",0,27.5,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_202,TOID_GS\jrowe_688839782_202,CID_3F525B4F-8ED5-4C1C-9B19-2C7E90D4D941.t,CID_3F525B4F-8ED5-4C1C-9B19-2C7E90D4D941.s
804,"ARMI Disease Study, CMR, Pacific Northwest - Biology",LTC-E,2,173450,Rana,cascadae,Cascades Frog,8/13/19,1,1,Y,48,11,A,Adult,Female,2,2,PIT tag,982126052706912,,19ARMI2680,5,Toeclip/Tailclip,1801100267,pos,35.408,"neg,neg",0,27.5,,SiteID_GS\jrowe_608130249,IAID_GS\jrowe_688839782_202,TOID_GS\jrowe_688839782_202,CID_3F525B4F-8ED5-4C1C-9B19-2C7E90D4D941.t,CID_3F525B4F-8ED5-4C1C-9B19-2C7E90D4D941.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,40,6.2,A,Adult,Female,2,2,PIT tag,900067000061829,,,,,1700100641,pos,34.348,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_54,TOID_GS\pkleeman_666922077_54,,CID_24BB415F-CE95-47A0-BECF-E6D769EB2711.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850D,P-850D,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,40,6.2,A,Adult,Female,2,2,PIT tag,900067000061829,,,,,1700100641,pos,34.011,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657933482,IAID_GS\pkleeman_666922077_54,TOID_GS\pkleeman_666922077_54,,CID_24BB415F-CE95-47A0-BECF-E6D769EB2711.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,50,13.8,A,Adult,Male,1,2,PIT tag,900043000132900,Inflamed hind toe.,,,,1700100645,pos,34.334,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_50,TOID_GS\pkleeman_666922077_50,,CID_0D0999BE-0869-46E7-9841-506D584AC534.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/22/18,1,5,Y,50,13.8,A,Adult,Male,1,2,PIT tag,900043000132900,Inflamed hind toe.,,,,1700100645,pos,30.588,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_50,TOID_GS\pkleeman_666922077_50,,CID_0D0999BE-0869-46E7-9841-506D584AC534.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/21/18,1,4,Y,54,15.4,A,Adult,Male,1,2,PIT tag,900067000061868,,,,,1700100634,pos,34.251,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_37,TOID_GS\pkleeman_666922077_37,,CID_EF25413E-E972-4FF3-82D9-A7B7D7C7F9FB.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",P-850A,P-850A,173449,Rana,boylii,Foothill Yellow-legged Frog,6/21/18,1,4,Y,54,15.4,A,Adult,Male,1,2,PIT tag,900067000061868,,,,,1700100634,pos,33.797,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657932846,IAID_GS\pkleeman_666922077_37,TOID_GS\pkleeman_666922077_37,,CID_EF25413E-E972-4FF3-82D9-A7B7D7C7F9FB.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,74,58.5,A,Adult,Female,2,2,PIT tag,900067000061808,Bag weight was approximate.,,,,1700100667,pos,34.162,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_22,TOID_GS\pkleeman_666905199_22,,CID_7ACA8CFE-648B-4FEB-B4CD-9B32B055C9A9.s
809,"ARMI Disease Study, CMR, Southwest, Northern California - Biology",Y-1526,Y-1526,775211,Rana,sierrae,Sierra Nevada Yellow-legged Frog,7/11/18,1,2,Y,74,58.5,A,Adult,Female,2,2,PIT tag,900067000061808,Bag weight was approximate.,,,,1700100667,pos,34.054,"neg,neg","0.000,0.000",,,SiteID_GS\pkleeman_657934597,IAID_GS\pkleeman_666905199_22,TOID_GS\pkleeman_666905199_22,,CID_7ACA8CFE-648B-4FEB-B4CD-9B32B055C9A9.s
