Site,SubSite,CaptureDate,Species	,IndividualID,MassG,Sex,Age,SVLmm,BdSample,SwabLost,SwabID,BdResult,TrgetCopies/swb,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
SummitMeadow,Y-1526A,9/5/2019,RASI,900043000132808,28.7,,,,Y,1,1902600409,,,,Missing bd,0,0,,
SummitMeadow,Y-1526A,7/27/2019,RASI,900043000132808,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,900043000132807,17.4,F,A,55,Y,0,1800400099,pos,4771.873496,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000132807,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2019,RASI,900043000132807,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/7/2019,RASI,900043000132807,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/25/2020,RASI,900043000132807,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/20/2020,RASI,900043000132807,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/22/2020,RASI,900043000132807,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,7/15/2019,RABO,900043000132806,12.5,M,A,49,Y,0,1902600188,neg,0,19ARMI3066,,0,0,,
FoxCreek,P-850A,7/20/2018,RABO,900043000132806,12,M,A,49,Y,0,1800400070,neg,0,,,0,0,,
FoxCreek,P-850A,7/19/2019,RABO,900043000132806,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,7/17/2018,RABO,900043000132805,13.8,M,A,50,Y,0,1800400025,pos,142.1653264,,,0,0,,
FoxCreek,P-850A,7/17/2018,RABO,900043000132804,18.2,M,A,52,Y,0,1800400024,neg,0,,Two fused fingers on right hand.,0,0,,
SummitMeadow,Y-029,9/7/2018,RASI,900043000132803,28,F,A,65,Y,0,1800400111,pos,962.092632,,,0,0,,
SummitMeadow,Y-029,7/14/2018,RASI,900043000132803,16,F,A,52,Y,0,1700100693,pos,1227.906771,,,0,0,,
SummitMeadow,Y-029,9/6/2018,RASI,900043000132803,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/8/2018,RASI,900043000132803,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,7/17/2018,RABO,900043000132802,13.1,M,A,50,Y,0,1800400010,pos,727.0817926,,"Missing left eye; has two pit tags, unable to read second tag.  Other tag probably 900043000100877.",1,0,,
SummitMeadow,Y-029,7/10/2018,RASI,900043000132801,16.3,,J,42,Y,0,1700100651,pos,770.9648645,,,0,0,,
SummitMeadow,Y-1526A,9/5/2018,RASI,900043000132800,12.2,M,A,50,Y,0,1800400087,pos,2591.323972,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000132800,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000132800,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/28/2021,RABO,900043000132799,17.6,F,A,56,Y,0,2100600071,neg,0,,,0,0,,
FoxCreek,P-850B/C,8/19/2019,RABO,900043000132799,15.2,F,A,56,Y,0,1902600298,neg,0,,,0,0,,
FoxCreek,P-850A,8/5/2020,RABO,900043000132799,18.7,F,A,55,Y,0,2000800253,neg,0,,,0,0,,
FoxCreek,P-850A,6/25/2020,RABO,900043000132799,16.8,F,A,55,Y,0,2000800159,neg,0,,,0,0,,
FoxCreek,P-850B/C,8/20/2019,RABO,900043000132799,18.3,F,A,52,Y,0,1902600330,neg,0,19ARMI3091,,0,0,,
FoxCreek,P-850B/C,7/16/2018,RABO,900043000132799,13.4,F,A,49,Y,0,1800400002,neg,0,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000132798,16.4,M,A,57,Y,0,1800400131,pos,130024.3885,,,0,0,,
SummitMeadow,Y-1526A,9/5/2019,RASI,900043000132798,25,,,,Y,1,1902600410,,,,Missing bd,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000132798,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/29/2021,RABO,900043000132189,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,7/17/2018,RABO,900043000101095,25.1,F,A,62,Y,1,1800400013,,,18ARMI0300,"Very spotted patterning on ventral side, Duplicate",1,1,what does duplicate mean? Seems just to be missing in some way?,
FoxCreek,P-850B/C,8/20/2019,RABO,900043000101095,22.5,F,A,59,Y,0,1902600328,pos,787.4244544,,Healing scrape on inner right thigh.,1,0,,
FoxCreek,P-850B/C,7/16/2018,RABO,900043000101095,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,7/20/2018,RABO,900043000101095,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/19/2019,RABO,900043000101095,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/21/2019,RABO,900043000101095,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,6/19/2018,RABO,900043000101075,25.8,F,A,64,Y,0,1700100610,pos,248.0739705,,,0,0,,
FoxCreek,P-850B/C,7/19/2019,RABO,900043000101075,24.6,F,A,63,Y,0,1902600244,neg,0,,,0,0,,
FoxCreek,P-850B/C,7/18/2018,RABO,900043000101075,27.4,F,A,61,Y,0,1800400032,neg,0,,,0,0,,
FoxCreek,P-850B/C,6/22/2018,RABO,900043000101075,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/4/2020,RABO,900043000101074,38.3,F,A,69,Y,0,2000800247,pos,961.4372471,20ARMI1895,,0,0,,
FoxCreek,P-850D,7/18/2019,RABO,900043000101074,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,6/21/2018,RABO,900043000101071,15.7,M,A,52,Y,0,1700100628,neg,0,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000101063,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/5/2018,RASI,900043000101032,73.2,F,A,86,Y,0,1800400078,pos,12984.73016,,,0,0,,
SummitMeadow,Y-1526,7/23/2019,RASI,900043000101032,68.1,F,A,82,Y,0,1902600250,pos,560.825841,,Snout rub,0,0,,
SummitMeadow,Y-1526,7/24/2019,RASI,900043000101032,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/7/2018,RASI,900043000101032,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,8/20/2020,RASI,900043000101032,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/6/2019,RASI,900043000101009,49,,,,Y,1,1902600418,,,,Missing bd,0,0,,
SummitMeadow,Y-029,9/7/2019,RASI,900043000101009,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,9/8/2019,RASI,900043000101009,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/18/2018,RABO,900043000101008,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/20/2018,RABO,900043000101008,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/20/2018,RABO,900043000100997,26.3,F,A,61,Y,0,1700100614,pos,1367.491988,,Left eye clouded and probably not useable.,1,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100994,58,M,A,86,Y,0,1604300014,pos,7471.728647,18ARMI0194,,0,0,,
FoxCreek,P-850A,6/21/2018,RABO,900043000100993,7.4,M,A,42,Y,0,1700100630,neg,0,,,0,0,,
FoxCreek,P-850A,7/19/2018,RABO,900043000100993,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,7/15/2019,RABO,900043000100991,15.4,M,A,54,Y,0,1902600197,pos,410.4733409,19ARMI3074,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100988,45,M,A,76,Y,0,1604300009,neg,0,18ARMI0189,,0,0,,
SummitMeadow,Y-1526A,9/4/2019,RASI,900043000100987,60,F,A,79,Y,0,1902600374,pos,4681.687771,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000100987,62.3,F,A,76,Y,0,1800400133,pos,201.2453781,,,0,0,,
SummitMeadow,Y-1526A,7/21/2021,RASI,900043000100987,57.7,F,A,76,Y,0,2100600101,pos,7911.895036,,,0,0,,
SummitMeadow,Y-1526,7/14/2018,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/5/2018,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/5/2019,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/7/2019,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/22/2020,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/18/2020,RASI,900043000100987,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/22/2021,RASI,900043000100987,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/20/2018,RABO,900043000100984,14.1,M,A,50,Y,0,1700100615,neg,0,,,0,0,,
FoxCreek,P-850A,7/17/2018,RABO,900043000100984,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900043000100982,69,M,A,89,Y,0,1902600057,neg,0,,,0,0,,
SonomaMountain,P-899,3/21/2019,ANBO,900043000100982,50.7,M,A,86,Y,0,1902600005,pos,6044.801254,,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100982,41.5,M,A,81,Y,0,1604300010,pos,1161.967029,18ARMI0190,,0,0,,
SonomaMountain,P-899,3/23/2019,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/23/2019,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/24/2019,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900043000100982,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100979,44.5,M,A,77,Y,0,1604300007,pos,3695.807497,18ARMI0187,,0,0,,
SonomaMountain,P-899,4/5/2018,ANBO,900043000100979,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000100966,62.2,F,A,81,Y,0,1800400128,neg,0,,,0,0,,
SummitMeadow,Y-1526,7/25/2019,RASI,900043000100966,54,F,A,80,Y,0,1902600259,neg,0,,,0,0,,
SummitMeadow,Y-1526,9/4/2019,RASI,900043000100966,63,F,A,79,Y,0,1902600372,pos,225.0406557,,,0,0,,
SummitMeadow,Y-1526,7/12/2018,RASI,900043000100966,60,F,A,74,Y,1,1700100674,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-1526,7/13/2018,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/23/2019,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,9/7/2019,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/21/2020,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000100966,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/12/2018,RASI,900043000100965,13,M,A,53,Y,0,1700100675,pos,4788.159948,,,0,0,,
SonomaMountain,P-899,4/5/2018,ANBO,900043000100962,54,M,A,83,Y,0,1604300019,neg,0,18ARMI0199,,0,0,,
SonomaMountain,P-899,3/21/2019,ANBO,900043000100958,69,M,A,91,Y,0,1902600010,pos,3057.992953,,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100958,55,M,A,85,Y,0,1604300013,pos,9575.143027,18ARMI0193,Scrape on top of left rear foot,1,0,,
SonomaMountain,P-899,4/3/2018,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/4/2018,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/5/2018,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/22/2019,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/23/2019,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/24/2019,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/25/2019,ANBO,900043000100958,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100949,57,M,A,86,Y,0,1604300011,pos,51608.66912,18ARMI0191,,0,0,,
SonomaMountain,P-899,4/3/2018,ANBO,900043000100948,47.5,F,A,83,Y,0,1604300017,pos,5350.665154,18ARMI0197,Scarring on abdomen,1,0,,
FoxCreek,P-850B/C,6/21/2018,RABO,900043000100947,,F,A,62,Y,0,1700100627,neg,0,,,0,0,,
FoxCreek,P-850D,8/3/2020,RABO,900043000100947,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,8/3/2020,RABO,900043000100946,28,F,A,65,Y,0,2000800202,pos,5354.312553,,,0,0,,
FoxCreek,P-850B/C,7/19/2018,RABO,900043000100946,27.1,F,A,64,Y,0,1800400050,neg,0,18ARMI0313,,0,0,,
FoxCreek,P-850B/C,7/17/2018,RABO,900043000100946,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,7/18/2019,RABO,900043000100946,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/22/2018,RABO,900043000100937,12.5,M,A,47,Y,1,1700100642,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-1526,7/10/2018,RASI,900043000100936,67,F,A,81,Y,1,1700100659,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-1526,7/23/2019,RASI,900043000100936,63.6,F,A,81,Y,0,1902600247,pos,1410.075413,,,0,0,,
SummitMeadow,Y-1526A,7/22/2021,RASI,900043000100936,72.3,F,A,78,Y,0,2100600045,pos,6199.148094,,Huge!,0,0,,
SummitMeadow,Y-1526A,9/5/2019,RASI,900043000100936,66.3,,,,Y,1,1902600411,,,,Missing bd,0,0,,
SummitMeadow,Y-1526,7/11/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/12/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/13/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/14/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,7/23/2021,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/20/2020,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2018,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/4/2019,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/8/2019,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/24/2020,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/18/2020,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,8/19/2020,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,7/20/2021,RASI,900043000100936,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/6/2018,RASI,900043000100933,26.1,F,A,61,Y,0,1800400094,pos,4853.863517,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000100933,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,6/22/2018,RABO,900043000100932,15.8,M,A,51,Y,0,1700100636,pos,363.8334248,,,0,0,,
FoxCreek,P-850B/C,7/17/2018,RABO,900043000100932,,,,,N,,,,,,,0,0,,
FoxCreek,P-850B/C,6/20/2018,RABO,900043000100923,17.4,M,A,55,Y,0,1700100618,pos,29334.84528,,,0,0,,
FoxCreek,P-850D,6/19/2018,RABO,900043000100922,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/21/2018,RABO,900043000100922,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/20/2019,RABO,900043000100922,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/21/2018,RABO,900043000100921,15.1,M,A,52,Y,0,1700100631,neg,0,,,0,0,,
FoxCreek,P-850A,6/22/2018,RABO,900043000100914,28.2,F,A,65,Y,1,1700100649,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000100911,60.6,F,A,81,Y,0,1800400132,pos,24773.61058,,,0,0,,
SonomaMountain,P-899,3/23/2019,ANBO,900043000100908,46.3,M,A,81,Y,0,1902600018,pos,177046.8289,,,0,0,,
SonomaMountain,P-899,4/3/2018,ANBO,900043000100908,41.5,M,A,80,Y,0,1604300016,pos,7641.65267,18ARMI0196,Pit tag wouldn?t go very far back but also would not come back to wound.,0,0,,
SonomaMountain,P-899,4/4/2018,ANBO,900043000100908,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/24/2019,ANBO,900043000100908,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,3/23/2019,ANBO,900043000100903,61.8,M,A,91,Y,0,1902600016,pos,59.99659802,,,0,0,,
SonomaMountain,P-899,4/9/2020,ANBO,900043000100903,60.8,M,A,88,Y,0,1902600060,neg,0,,,0,0,,
SonomaMountain,P-899,4/2/2018,ANBO,900043000100903,54.5,M,A,85,Y,0,1604300006,pos,25319.75879,18ARMI0186,,0,0,,
SonomaMountain,P-899,3/24/2019,ANBO,900043000100903,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/10/2020,ANBO,900043000100903,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/11/2020,ANBO,900043000100903,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/12/2020,ANBO,900043000100903,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/13/2020,ANBO,900043000100903,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,7/20/2018,RABO,900043000100877,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,6/22/2018,RABO,900043000100874,26.1,F,A,62,Y,1,1700100639,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
FoxCreek,P-850B/C,6/20/2018,RABO,900043000100844,26.1,F,A,65,Y,0,1700100619,pos,3994.359359,,,0,0,,
FoxCreek,P-850B/C,7/20/2018,RABO,900043000100844,28.3,F,A,63,Y,1,1800400068,,,,Duplicate,0,1,what does duplicate mean? Seems just to be missing in some way?,
FoxCreek,P-850B/C,6/22/2018,RABO,900043000100844,,,,,N,,,,,,,0,0,,
FoxCreek,P-850A,6/20/2018,RABO,900043000100841,13.5,M,A,49,Y,0,1700100624,pos,17524.63451,,,0,0,,
SummitMeadow,Y-029,7/14/2018,RASI,900043000100833,,,,,N,,,,,,,0,0,,
SonomaMountain,P-899,4/5/2018,ANBO,900043000100825,73.5,M,A,90,Y,0,1604300020,pos,9381.383796,18ARMI0200,Observed on road near outlet stream,0,0,,
FoxCreek,P-850A,7/18/2019,RABO,900043000100822,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1687,9/6/2018,RASI,900043000100805,64.2,F,A,79,Y,0,1800400103,pos,6194.925187,,,0,0,,
SummitMeadow,Y-1687,9/8/2018,RASI,900043000100805,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/24/2019,RASI,900043000100803,47.3,F,A,75,Y,0,1902600253,pos,9719.771871,,,0,0,,
SummitMeadow,Y-1526,7/25/2019,RASI,900043000100803,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526,7/27/2019,RASI,900043000100803,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-1526A,9/7/2018,RASI,900043000100803,,,,,N,,,,,,,0,0,,
SummitMeadow,Y-029,8/19/2020,RASI,900043000040079,,,,,N,,,,,,,0,0,,
FoxCreek,P-850D,8/6/2020,RABO,,6.7,F,J,38,Y,0,2000800338,neg,0,,"Untagged, too small",0,1,Untagged,
FoxCreek,P-850D,8/6/2020,RABO,,5.9,M,J,37,Y,0,2000800336,neg,0,,"Untagged, too small.",0,1,Untagged,
